Ano,Quadro_H,Codigo,Descri_Item,Cod_harmo
2002,7,7006,AQUISICAO DE AGUA (DOMICILIO PRINCIPAL),32001
2002,7,7006,AQUISICAO DE AGUA (LITRO),32001
2002,7,7006,GARRAFAO DE AGUA (DOMICILIO PRINCIPAL),32001
2002,7,7007,LENHA (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),32001
2002,7,7007,LENHA (M3),32001
2002,7,7008,GAS DE BUJAO PARA ILUMINACAO (DOMICILIO PRINCIPAL),32001
2002,7,7009,QUEROSENE (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),32001
2002,7,7009,QUEROSENE(COMBUSTIVEL DOMESTICO) (LITRO),32001
2002,7,7010,CARVAO (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),32001
2002,7,7010,CARVAO (KG),32001
2002,7,7011,ALCOOL (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),32001
2002,7,7012,OLEO DIESEL (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),32001
2002,7,7013,TELEFONE RESIDENCIAL (INTERURBANO),31003
2002,7,7013,TELEFONE RESIDENCIAL (INTERURBANO)(DOMICILIO PRINCIPAL),31003
2002,7,7014,TELEFONE RESIDENCIAL (INTERNACIONAL),31003
2002,7,7014,TELEFONE RESIDENCIAL (INTERNACIONAL) (DOMICILIO PRINCIPAL),31003
2002,7,7016,ACESSO A INTERNET (DOMICILIO PRINCIPAL),31007
2002,7,7016,"ACESSO A INTERNET (PROVEDOR,A CABO,COMUNICACAO VIA SATELITE)(DOMICILIO PRINCIPAL",31007
2002,7,7016,"ACESSO INTERNET (PROVEDOR, A CABO, COMUN. VIA SATELITE)",31007
2002,7,7016,COMUNICACAO A CABO INTERNET (DOMICILIO PRINCIPAL),31007
2002,7,7016,COMUNICACAO VIA SATELITE DE INTERNET (DOMICILIO PRINCIPAL),31007
2002,7,7016,PROVEDOR DE INTERNET (DOMICILIO PRINCIPAL),31007
2002,7,7016,TAXA DE INTERNET (DOMICILIO PRINCIPAL),31007
2002,7,7017,ASSINATURA DE TV (DOMICILIO PRINCIPAL),31007
2002,7,7017,MENSALIDADE DE TV (ASSINATURA) (DOMICILIO PRINCIPAL),31007
2002,7,7017,TV (ASSINATURA),31007
2002,7,7017,TV (ASSINATURA) (DOMICILIO PRINCIPAL),31007
2002,7,7018,GASOLINA (COMBUSTIVEL DOMESTICO) (DOMICILIO PRINCIPAL),31007
2002,7,7018,GASOLINA (LITRO),31007
2002,7,7019,RECARGA DE BATERIA (ILUMINACAO DOMICILIAR),31007
2002,7,7020,PO DE SERRA,31007
2002,7,7098,AGREGADO,31007
2002,8,8001,AZULEJO E PISO,32001
2002,8,8001,LAJOTA,32001
2002,8,8001,PISO,32001
2002,8,8001,RODAPE (EXCETO DE MADEIRA),32001
2002,8,8002,"APARELHOS SANITARIOS (PIA, VASO, BIDE, BANHEIRA, ETC)",32001
2002,8,8002,"APARELHOS SANITARIOS (PIA,VASO,BIDE,BANHEIRA,ETC.)",32001
2002,8,8002,BANHEIRA,32001
2002,8,8002,BIDE,32001
2002,8,8002,CONJUNTO SANITARIO,32001
2002,8,8002,PECA PARA SUPORTE DE PAPEL HIGIENICO,32001
2002,8,8002,PIA,32001
2002,8,8002,SABONETEIRA (EXCETO DE PLASTICO),32001
2002,8,8002,VASO SANITARIO,32001
2002,8,8003,JANELA E PORTA,32001
2002,8,8003,PORTA,32001
2002,8,8004,CAIBRO,32001
2002,8,8004,MADEIRA E TACO,32001
2002,8,8004,RIPA,32001
2002,8,8004,SARRAFO,32001
2002,8,8004,TACO,32001
2002,8,8005,CIMENTCOLA OU CIMENTOCOLA,32001
2002,8,8005,CIMENTO,32001
2002,8,8005,CIMENTO BRANCO,32001
2002,8,8006,BLOCO DE CERAMICA,32001
2002,8,8006,TIJOLO,32001
2002,8,8007,VIDRO,32001
2002,8,8008,TINTA,32001
2002,8,8008,VERNIZ,32001
2002,8,8009,CAL,32001
2002,8,8009,CAL VIRGEM,32001
2002,8,8009,LIXA DE MADEIRA,32001
2002,8,8009,MASSA CORRIDA PARA PAREDE,32001
2002,8,8009,MATERIAL DE PINTURA EM GERAL,32001
2002,8,8009,ROLO DE PINTURA,32001
2002,8,8010,CANO,32001
2002,8,8010,MATERIAL HIDRAULICO,32001
2002,8,8010,"TORNEIRA, CANO E MATERIAL HIDRAULICO EM GERAL",32001
2002,8,8010,"TORNEIRA,CANO E MATERIAL HIDRAULICO EM GERAL",32001
2002,8,8011,ARAME,32001
2002,8,8011,CADEADO,32001
2002,8,8011,FECHADURA,32001
2002,8,8011,"FERRAGENS (FECHADURA,FERRO,ARAME,PREGO,ETC.)",32001
2002,8,8011,"FERRAGENS(FECHADURA, FERRO, ARAME, PREGO, ETC)",32001
2002,8,8011,FERRO,32001
2002,8,8011,PREGO,32001
2002,8,8011,RALO DE ESGOTAMENTO DE AGUA,32001
2002,8,8011,ROLAMENTO PARA PORTA,32001
2002,8,8011,TELA DE ARAME,32001
2002,8,8011,TRILHO METALICO,32001
2002,8,8012,FIO E MATERIAL ELETRICO EM GERAL,32001
2002,8,8012,FIO PARA INSTALACAO ELETRICA,32001
2002,8,8012,MATERIAL PARA INSTALACAO ELETRICA,32001
2002,8,8013,ELETRICISTA,32001
2002,8,8013,LIMPEZA DE FOSSA,32001
2002,8,8013,"MAO DE OBRA(PEDREIRO,MARCENEIRO,ELETRICISTA,PINTOR,ETC.)",32001
2002,8,8013,"MAO-DE-OBRA (PEDREIRO,MARCENEIRO,ELETRICISTA,PINTOR,ETC.)",32001
2002,8,8013,MARCENEIRO,32001
2002,8,8013,PEDREIRO,32001
2002,8,8013,PINTOR,32001
2002,8,8014,"DEDETIZACAO,DESRATIZACAO,DESINSETIZACAO,ETC.",32001
2002,8,8014,DESINSETIZACAO,32001
2002,8,8014,DESRATIZACAO,32001
2002,8,8014,EXTERMINIO DE INSETOS,32001
2002,8,8015,POLIURETANO,32001
2002,8,8015,SINTECO,32001
2002,8,8015,"VITRIFICACAO (SINTECO,POLIURETANO,ETC.)",32001
2002,8,8016,CONSTRUCAO POR EMPREITADA,32001
2002,8,8016,EMPREITADA,32001
2002,8,8016,EMPREITEIRO,32001
2002,8,8016,OBRA POR EMPREITADA,32001
2002,8,8016,REFORMA OU OBRA POR EMPREITADA,32001
2002,8,8016,SERVICO DE TERRAPLANAGEM (EMPREITADA),32001
2002,8,8016,TERRAPLANAGEM (EMPREITADA),32001
2002,8,8017,DESEMBARACO DE DOCUMENTACAO PARA OBRA,32001
2002,8,8017,LICENCA PARA OBRA,32001
2002,8,8017,"LICENCA PARA OBRA,PLANTA E DESEMBARACO DE DOCUMENTACAO",32001
2002,8,8017,PLANTA PARA OBRA,32001
2002,8,8018,"ARTIGOS DE JARDINAGEM (PLANTA,TERRA,SEMENTE,XAXIM,ETC.)",32001
2002,8,8018,"ARTIGOS DE JARDINAGEM (PLANTAS, TERRA, SEMENTES, XAXIM, ETC.)",32001
2002,8,8018,MUDAS,32001
2002,8,8018,PINHEIRO (MUDA),32001
2002,8,8018,PLANTAS NATURAIS,32001
2002,8,8018,SEMENTES,32001
2002,8,8018,SUPORTE DE VASO,32001
2002,8,8018,TERRA VEGETAL,32001
2002,8,8018,VASO PARA PLANTA,32001
2002,8,8018,XAXIM,32001
2002,8,8019,ALUGUEL DE CACAMBA PARA RETIRAR ENTULHOS,32001
2002,8,8019,ALUGUEL DE CARRETO PARA MATERIAL DE CONSTRUCAO,32001
2002,8,8019,ALUGUEL DE MATERIAL DE CONSTRUCAO,32001
2002,8,8019,CARRETO DE MATERIAL DE CONSTRUCAO,32001
2002,8,8019,FRETE DE MATERIAL DE CONSTRUCAO,32001
2002,8,8019,RETIRADA DE ENTULHO,32001
2002,8,8020,CAIXA DE CORREIO,32001
2002,8,8020,CAIXA DE CORRESPONDENCIA,32001
2002,8,8021,LAGE PRE-MOLDADA,32001
2002,8,8021,LAJE PRE-MOLDADA,32001
2002,8,8022,"AREIA, TERRA, BARRO, SAIBRO, ETC.",32001
2002,8,8022,"AREIA,TERRA,BARRO,SAIBRO,ETC.",32001
2002,8,8022,ARENOSO,32001
2002,8,8022,ATERRO,32001
2002,8,8022,BARRO,32001
2002,8,8022,CASCALHO,32001
2002,8,8022,CAULIM,32001
2002,8,8022,SAIBRO,32001
2002,8,8022,TERRA,32001
2002,8,8023,BRITA,32001
2002,8,8023,PEDRA BRITADA,32001
2002,8,8023,PEDRA DE ALICERCE,32001
2002,8,8023,PEDRA MARROADA,32001
2002,8,8023,"PEDRAS (BRITADA, MARROADA, PARALELEPIPEDO, ETC.)",32001
2002,8,8023,"PEDRAS (BRITADA,MARROADA,PARALELEPIPEDO,ETC.)",32001
2002,8,8023,PO DE PEDRA,32001
2002,8,8024,PORTAO,32001
2002,8,8024,PORTAO DE FERRO,32001
2002,8,8024,PORTAO ELETRONICO,32001
2002,8,8025,INPS DE OBRA,32001
2002,8,8026,BASCULANTE,32001
2002,8,8027,COLA (EXCETO DUREPOX),32001
2002,8,8027,COLA DE MADEIRA,32001
2002,8,8027,COLA DE SAPATEIRO,32001
2002,8,8027,COLA SUPER BOND,32001
2002,8,8027,SUPER BOND,32001
2002,8,8028,ARGAMASSA,32001
2002,8,8028,REJUNTE,32001
2002,8,8029,"TELHAS (BARRO, AMIANTO, FIBRA, ALUMINIO, ETC.)",32001
2002,8,8029,"TELHAS (BARRO,AMIANTO,FIBRA,ALUMINIO,ETC.)",32001
2002,8,8030,PARAPEITO DE JANELA DE QUALQUER MATERIAL,32001
2002,8,8030,SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL,32001
2002,8,8031,BALCAO,32001
2002,8,8031,BALCAO DE COZINHA,32001
2002,8,8031,BALCAO DE GRANITO PARA PIA,32001
2002,8,8031,BALCAO DE MARMORE PARA PIA,32001
2002,8,8031,BALCAO DE PIA,32001
2002,8,8031,GRANITO (PEDRA) PARA PIA,32001
2002,8,8031,MARMORE (PEDRA) PARA PIA,32001
2002,8,8031,PEDRA MARMORE PARA PIA,32001
2002,8,8031,PIA DE COZINHA,32001
2002,8,8032,CAIXA DE AGUA,32001
2002,8,8032,CAIXA DE AGUA DE QUALQUER MATERIAL,32001
2002,8,8032,TAMPA DE CAIXA DE AGUA,32001
2002,8,8033,GRADE DE FERRO,32001
2002,8,8034,BLOCKET (BLOCO DE CIMENTO),32001
2002,8,8034,BLOCO DE CIMENTO,32001
2002,8,8035,BOX DE BANHEIRO DE QUALQUER MATERIAL,32001
2002,8,8036,TANQUE DE QUALQUER MATERIAL,32001
2002,8,8037,PORTAL,32001
2002,8,8038,CAIXA DE LUZ (PADRAO),32001
2002,8,8039,CAIXA DE DESCARGA,32001
2002,8,8040,GESSO,32001
2002,8,8041,ESPELHO DE BANHEIRO,32001
2002,8,8042,MANILHA,32001
2002,8,8043,ANEL DE CIMENTO OU CONCRETO,32001
2002,8,8043,PALANQUE DE CIMENTO OU CONCRETO,32001
2002,8,8043,PLACA DE CIMENTO OU CONCRETO,32001
2002,8,8043,"PLACA,ANEL,VIGA,PALANQUE,ETC. DE CIMENTO OU CONCRETO",32001
2002,8,8043,VIGA DE CIMENTO OU CONCRETO,32001
2002,8,8044,CAIXA DE REGISTRO DE AGUA,32001
2002,8,8045,MATERIAL PLASTICO PARA COBERTURA,32001
2002,8,8045,PLASTICO (MATERIAL PARA COBERTURA),32001
2002,8,8045,TOLDO DE LONA,32001
2002,8,8045,TOLDO PLASTICO,32001
2002,8,8046,DUREPOX,32001
2002,8,8046,EPOX (COLA),32001
2002,8,8047,CUBA PARA PIA (QUALQUER MATERIAL),32001
2002,8,8047,PIA (CUBA) DE QUALQUER MATERIAL,32001
2002,8,8048,CALHA,32001
2002,8,8049,ESQUADRIA,32001
2002,8,8050,FOLHA DE FORMICA,32001
2002,8,8050,FORMICA (FOLHA),32001
2002,8,8051,POSTE (CIMENTO),32001
2002,8,8052,CUPINICIDA,32001
2002,8,8052,VENENO CONTRA CUPIM (CUPINICIDA),32001
2002,8,8053,CLORO PARA PISCINA,32001
2002,8,8053,PRODUTOS PARA PISCINA,32001
2002,8,8053,SULFATO DE ALUMINIO PARA PISCINA,32001
2002,8,8055,ESCADA CARACOL,32001
2002,8,8056,IMPERMEABILIZANTE,32001
2002,8,8056,MASSA DE VEDACAO DE TELHA,32001
2002,8,8057,PALHA PARA COBERTURA,32001
2002,8,8057,SAPE PARA COBERTURA,32001
2002,8,8059,MASSA DE FIXACAO E VEDACAO DE VIDRO,32001
2002,8,8061,BANDEIRA DE JANELA,32001
2002,8,8062,CONCRETO USINADO,32001
2002,8,8064,TETO SOLAR,32001
2002,8,8067,FIXOTAC,32001
2002,8,8069,LATA VAZIA (USADA EM CONSTRUCAO),32001
2002,8,8070,RUFO DE TELHADO,32001
2002,8,8070,RUFO PARA TELHADO,32001
2002,8,8071,OXIDO DE FERRO (PARA PISO DE CERAMICA),32001
2002,8,8073,LIXEIRA METALICA,32001
2002,8,8080,MANUTENCAO DE JAZIGO,32001
2002,8,8081,EXUMACAO,40003
2002,8,8082,PLACA DE JAZIGO,40003
2002,8,8083,CONDOMINIO DE JAZIGO,40003
2002,8,8083,TAXA DE CONDOMINIO DE JAZIGO,40003
2002,8,8084,FORRO DE GESSO,32001
2002,8,8084,FORRO DE MADEIRA,32001
2002,8,8084,FORRO DE PVC,32001
2002,8,8084,FORRO PARA COBERTURA (INDETERMINADO),32001
2002,8,8085,BOIA DE CAIXA DE AGUA,32001
2002,8,8098,AGREGADO,32001
2002,9,9001,CONSERTO DE MOVEIS,32005
2002,9,9001,REFORMA DE MOVEIS,32005
2002,9,9002,MANUTENCAO DE MOVEIS,32005
2002,9,9003,CONSERTO DE ASPIRADOR DE PO (PECA+MAO-DE-OBRA),32005
2002,9,9006,MANUTENCAO DE APARELHOS DOMESTICOS,32005
2002,9,9006,MANUTENCAO DE MOTO-BOMBA (POCO ARTESIANO),32005
2002,9,9007,CONSERTO DE MOTO-BOMBA (PECA+MAO-DE-OBRA),32005
2002,9,9008,CONSERTO DE FERRO ELETRICO (PECA+MAO-DE-OBRA),32005
2002,9,9009,LIMPEZA DE CAIXA DE AGUA (MANUTENCAO),32005
2002,9,9009,LIMPEZA DE CARPETE,32005
2002,9,9009,LIMPEZA DE FOSSA,32005
2002,9,9009,MANUTENCAO DE CAIXA DE AGUA,32005
2002,9,9009,MANUTENCAO DE UTENSILIOS DOMESTICO,32005
2002,9,9009,MANUTENCAO DE UTENSILIOS DOMESTICOS,32005
2002,9,9009,MANUTENCAO DE UTENSILIOS DOMESTICOS NAO ELETRICOS,32005
2002,9,9010,CONSERTO DE FERRO ELETRICO (MAO-DE-OBRA),32005
2002,9,9010,CONSERTO DE FERRO ELETRICO (PECA),32005
2002,9,9012,CONSERTO DE ANTENA PARABOLICA,32005
2002,9,9012,CONSERTO DE PERSIANA,32005
2002,9,9012,CONSERTO DE RECEPTOR DE ANTENA PARABOLICA,32005
2002,9,9012,CONSERTO DE TELEFONE,32005
2002,9,9012,CONSERTO DE TOLDO,32005
2002,9,9012,CONSERTO DE UTENSILIOS DOMESTICOS (EXCETO ELETRICOS),32005
2002,9,9015,MONTAGEM DE MOVEIS,32005
2002,9,9020,CONSERTO DE GELADEIRA OU FREEZER (PECA),32005
2002,9,9021,CONSERTO DE GELADEIRA OU FREEZER (MAO DE OBRA),32005
2002,9,9021,CONSERTO DE GELADEIRA OU FREEZER (MAO-DE-OBRA),32005
2002,9,9022,CONSERTO DE GELADEIRA OU FREEZER (PECA+MAO DE OBRA),32005
2002,9,9022,CONSERTO DE GELADEIRA OU FREEZER (PECA+MAO-DE-OBRA),32005
2002,9,9023,CONSERTO DE TELAO (PECA),32005
2002,9,9023,CONSERTO DE TELEVISAO (PECA),32005
2002,9,9024,CONSERTO DE TELAO (MAO-DE-OBRA),32005
2002,9,9024,CONSERTO DE TELEVISAO (MAO DE OBRA),32005
2002,9,9024,CONSERTO DE TELEVISAO (MAO-DE-OBRA),32005
2002,9,9025,CONSERTO DE TELAO (PECA+MAO-DE-OBRA),32005
2002,9,9025,CONSERTO DE TELEVISAO (PECA+MAO DE OBRA),32005
2002,9,9025,CONSERTO DE TELEVISAO (PECA+MAO-DE-OBRA),32005
2002,9,9026,CONSERTO DE APARELHO SONORO (PECA),32005
2002,9,9026,CONSERTO DE RADIO (PECA),32005
2002,9,9026,CONSERTO DE RADIO-RELOGIO (PECA),32005
2002,9,9027,CONSERTO DE APARELHO SONORO (MAO DE OBRA),32005
2002,9,9027,CONSERTO DE APARELHO SONORO (MAO-DE-OBRA),32005
2002,9,9027,CONSERTO DE RADIO (MAO-DE-OBRA),32005
2002,9,9027,CONSERTO DE RADIO-RELOGIO (MAO-DE-OBRA),32005
2002,9,9028,CONSERTO DE APARELHO SONORO (PECA+MAO DE OBRA),32005
2002,9,9028,CONSERTO DE APARELHO SONORO (PECA+MAO-DE-OBRA),32005
2002,9,9028,CONSERTO DE RADIO (PECA+MAO-DE-OBRA),32005
2002,9,9028,CONSERTO DE RADIO-RELOGIO (PECA+MAO-DE-OBRA),32005
2002,9,9029,CONSERTO DE VIDEOCASSETE (PECA),32005
2002,9,9030,CONSERTO DE VIDEOCASSETE (MAO-DE-OBRA),32005
2002,9,9031,CONSERTO DE VIDEOCASSETE (PECA+MAO-DE-OBRA),32005
2002,9,9032,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA (PECA),32005
2002,9,9032,CONSERTO DE MAQUINA DE LAVAR ROUPA (PECA),32005
2002,9,9032,CONSERTO DE MAQUINA DE SECAR ROUPA (PECA),32005
2002,9,9033,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA (MAO-DE-OBRA),32005
2002,9,9033,CONSERTO DE MAQUINA DE LAVAR ROUPA (MAO-DE-OBRA),32005
2002,9,9033,CONSERTO DE MAQUINA DE SECAR ROUPA (MAO-DE-OBRA),32005
2002,9,9034,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA (PECA+MAO-DE-OBRA),32005
2002,9,9034,CONSERTO DE MAQUINA DE LAVAR ROUPA (PECA+MAO-DE-OBRA),32005
2002,9,9034,CONSERTO DE MAQUINA DE SECAR ROUPA (PECA+MAO-DE-OBRA),32005
2002,9,9035,CONSERTO DE FOGAO (PECA),32005
2002,9,9036,CONSERTO DE FOGAO (MAO-DE-OBRA),32005
2002,9,9037,CONSERTO DE FOGAO (PECA+MAO-DE-OBRA),32005
2002,9,9038,CONSERTO DE AR CONDICIONADO (PECA),32005
2002,9,9039,CONSERTO DE AR CONDICIONADO (MAO-DE-OBRA),32005
2002,9,9040,CONSERTO DE AR CONDICIONADO (PECA+MAO-DE-OBRA),32005
2002,9,9041,CONSERTO DE PORTAO ELETRONICO (PECA),32005
2002,9,9042,CONSERTO DE PORTAO ELETRONICO (MAO-DE-OBRA),32005
2002,9,9043,CONSERTO DE PORTAO ELETRONICO (PECA+MAO-DE-OBRA),32005
2002,9,9044,CONSERTO DE FURADEIRA ELETRICA (PECA),32005
2002,9,9045,CONSERTO DE FURADEIRA ELETRICA (MAO-DE-OBRA),32005
2002,9,9046,CONSERTO DE FURADEIRA ELETRICA (PECA+MAO-DE-OBRA),32005
2002,9,9047,CONSERTO DE AQUECEDOR (PECA+MAO-DE-OBRA),32005
2002,9,9048,CONSERTO DE ORGAO ELETRONICO (PECA+MAO-DE-OBRA),32005
2002,9,9049,CONSERTO DE SECRETARIA ELETRONICA (PECA+MAO-DE-OBRA),32005
2002,9,9050,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK (PECA),32005
2002,9,9051,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK (MAO-DE-OBRA),32005
2002,9,9052,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK (PECA+MAO-DE-OBRA),32005
2002,9,9053,"CONSERTO DE BATEDEIRA DE BOLO,MULTIPROCESSADOR E LIQUIDIFICADOR (PECA)",32005
2002,9,9053,CONSERTO DE LIQUIDIFICADOR (PECA),32005
2002,9,9053,CONSERTO DE MULTIPROCESSADOR (PECA),32005
2002,9,9054,"CONSERTO DE BATEDEIRA DE BOLO,MULTIPROCESSADOR E LIQUIDIFICADOR (MAO-DE-OBRA)",32005
2002,9,9054,CONSERTO DE LIQUIDIFICADOR (MAO-DE-OBRA),32005
2002,9,9054,CONSERTO DE MULTIPROCESSADOR (MAO-DE-OBRA),32005
2002,9,9055,"CONSERTO DE BATEDEIRA DE BOLO,MULTIPROCESSADOR E LIQUIDIFICADOR (PECA+MAO-DE-OBR",32005
2002,9,9055,CONSERTO DE LIQUIDIFICADOR (PECA+MAO-DE-OBRA),32005
2002,9,9055,CONSERTO DE MULTIPROCESSADOR (PECA+MAO-DE-OBRA),32005
2002,9,9056,CONSERTO DE FORNO ELETRICO (PECA+MAO-DE-OBRA),32005
2002,9,9057,CONSERTO DE FILMADORA (PECA+MAO-DE-OBRA),32005
2002,9,9058,CONSERTO DE MAQUINA DE LAVAR LOUCAS (MAO-DE-OBRA),32005
2002,9,9059,CONSERTO DE RELOGIO DE MESA OU DE PAREDE (PECA+MAO-DE-OBRA),32005
2002,9,9060,CONSERTO DE VENTILADOR (PECA),32005
2002,9,9060,CONSERTO DE VENTILADOR (PECA+MAO-DE-OBRA),32005
2002,9,9061,CONSERTO DE OZONIZADOR E TORNEIRA ELETRICA (PECA+MAO-DE-OBRA),32005
2002,9,9061,CONSERTO DE TORNEIRA ELETRICA (PECA+MAO-DE-OBRA),32005
2002,9,9062,CONSERTO DE MAQUINA DE LAVAR LOUCAS (PECA),32005
2002,9,9063,CONSERTO DE MAQUINA DE LAVAR LOUCAS (PECA+MAO-DE-OBRA),32005
2002,9,9064,CONSERTO DE FILMADORA (PECA),32005
2002,9,9065,CONSERTO DE FILMADORA (MAO-DE-OBRA),32005
2002,9,9066,CONSERTO DE ENCERADEIRA (PECA),32005
2002,9,9067,CONSERTO DE ENCERADEIRA (MAO-DE-OBRA),32005
2002,9,9068,CONSERTO DE ENCERADEIRA (PECA+MAO-DE-OBRA),32005
2002,9,9069,CONSERTO DE MICROCOMPUTADOR (PECA),32005
2002,9,9070,CONSERTO DE MICROCOMPUTADOR (MAO-DE-OBRA),32005
2002,9,9071,CONSERTO DE MICROCOMPUTADOR (PECA+MAO-DE-OBRA),32005
2002,9,9072,CONSERTO DE CHUVEIRO ELETRICO (PECA),32005
2002,9,9073,CONSERTO DE CHUVEIRO ELETRICO (MAO-DE-OBRA),32005
2002,9,9074,CONSERTO DE CHUVEIRO ELETRICO (PECA+MAO-DE-OBRA),32005
2002,9,9075,CONSERTO DE SECADOR DE CABELOS (PECA),32005
2002,9,9076,CONSERTO DE SECADOR DE CABELOS (MAO-DE-OBRA),32005
2002,9,9077,CONSERTO DE SECADOR DE CABELOS (PECA+MAO-DE-OBRA),32005
2002,9,9078,CONSERTO DE MAQUINA DE COSTURA (PECA+MAO-DE-OBRA),32005
2002,9,9079,CONSERTO DE MICROONDAS (PECA+MAO-DE-OBRA),32005
2002,9,9080,CONSERTO DE VIDEOGAME (PECA + MAO-DE-OBRA),32005
2002,9,9081,CONSERTO DE CENTRIFUGA (PECA+MAO-DE-OBRA),32005
2002,9,9082,CONSERTO DE IMPRESSORA (PECA + MAO-DE-OBRA),32005
2002,9,9082,CONSERTO DE IMPRESSORA (PECA),32005
2002,9,9083,CONSERTO DE CONTROLE REMOTO,32005
2002,9,9084,CONSERTO DE FAX (PECA+MAO-DE-OBRA),32005
2002,9,9085,CONSERTO DE DVD (PECA+MAO-DE-OBRA),32005
2002,9,9086,REFORMA DE INSTRUMENTO MUSICAL (PECA+MAO-DE-OBRA),32005
2002,9,9098,AGREGADO,32005
2002,10,10005,ALUGUEL DO IMOVEL,31001
2002,10,10005,ALUGUEL DO IMOVEL (DOMICILIO PRINCIPAL),31001
2002,10,10007,PRESTACAO DO IMOVEL,43002
2002,10,10007,PRESTACAO DO IMOVEL (DOMICILIO PRINCIPAL),43002
2002,10,10010,ALUGUEL DE GARAGEM,31001
2002,10,10010,ALUGUEL DE GARAGEM (DOMICILIO PRINCIPAL),31001
2002,10,10012,CONDOMINIO,31007
2002,10,10012,CONDOMINIO (DOMICILIO PRINCIPAL),31007
2002,10,10014,IMPOSTO PREDIAL,41001
2002,10,10014,IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),41001
2002,10,10014,IPTU,41001
2002,10,10016,"ADICIONAIS DO ALUGUEL DO IMOVEL (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",31001
2002,10,10016,"ADICIONAL ALUGUEL IMOVEL (JUROS, MULTA, ETC.)",31001
2002,10,10016,JUROS DO ALUGUEL DO IMOVEL (DOMICILIO PRINCIPAL),31001
2002,10,10016,MULTA DO ALUGUEL DO IMOVEL (DOMICILIO PRINCIPAL),31001
2002,10,10017,"ADICIONAIS DE PRESTACAO DO IMOVEL (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",43002
2002,10,10017,JUROS DE PRESTACAO DO IMOVEL (DOMICILIO PRINCIPAL),43002
2002,10,10017,MULTA DE PRESTACAO DO IMOVEL (DOMICILIO PRINCIPAL),43002
2002,10,10018,"ADICIONAIS DE ALUGUEL DE GARAGEM (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",31001
2002,10,10018,JUROS DE ALUGUEL DE GARAGEM (DOMICILIO PRINCIPAL),31001
2002,10,10018,MULTA DE ALUGUEL DE GARAGEM (DOMICILIO PRINCIPAL),31001
2002,10,10019,"ADICIONAIS DE CONDOMINIO (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",31007
2002,10,10019,JUROS DE CONDOMINIO (DOMICILIO PRINCIPAL),31007
2002,10,10019,MULTA DE CONDOMINIO (DOMICILIO PRINCIPAL),31007
2002,10,10020,"ADICIONAIS DE IMPOSTO PREDIAL (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",41001
2002,10,10020,JUROS DE IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),41001
2002,10,10020,MULTA DE IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),41001
2002,10,10022,IMPOSTO TERRITORIAL RURAL,41001
2002,10,10023,SERVICO DE PATRIMONIO DA UNIAO (SPU),41001
2002,10,10023,SPU (SERVICO DE PATRIMONIO DA UNIAO),41001
2002,10,10024,INCRA,41001
2002,10,10090,"ALUGUEL ESTIMADO (IMOVEIS PROPRIOS, CEDIDO E OUTROS)",31001
2002,10,10090,"ALUGUEL ESTIMADO (PARA IMOVEIS PROPRIO,CEDIDO E OUTROS)",31001
2002,11,11001,AZULEJO E PISO,42002
2002,11,11001,PISO,42002
2002,11,11001,RODAPE (EXCETO DE MADEIRA),42002
2002,11,11002,"APARELHOS SANITARIOS (PIA, VASO, BIDE, BANHEIRA, ETC)",42002
2002,11,11002,"APARELHOS SANITARIOS (PIA,VASO,BIDE,BANHEIRA,ETC.)",42002
2002,11,11002,BANHEIRA,42002
2002,11,11002,BIDE,42002
2002,11,11002,CONJUNTO SANITARIO,42002
2002,11,11002,PECA PARA SUPORTE DE PAPEL HIGIENICO,42002
2002,11,11002,PIA,42002
2002,11,11002,SABONETEIRA (EXCETO DE PLASTICO),42002
2002,11,11002,VASO SANITARIO,42002
2002,11,11003,JANELA E PORTA,42002
2002,11,11003,PORTA,42002
2002,11,11004,CAIBRO,42002
2002,11,11004,MADEIRA E TACO,42002
2002,11,11004,RIPA,42002
2002,11,11004,SARRAFO,42002
2002,11,11004,TACO,42002
2002,11,11005,CIMENTCOLA OU CIMENTOCOLA,42002
2002,11,11005,CIMENTO,42002
2002,11,11005,CIMENTO BRANCO,42002
2002,11,11006,BLOCO DE CERAMICA,42002
