0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12101,PARA O PULMAO,2912101,29121,2912101,29121,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12201,PARA PROSTATA,2912201,29122,2912201,29122,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12301,PARA TUBERCULOSE,2912301,29123,2912301,29123,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12401,PARA PIOLHO,2912401,29124,2912401,29124,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12501,PARA VESICULA,2912501,29125,2912501,29125,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12601,REMEDIO MANIPULADO (INDETERMINADO),2912601,29126,2912601,29126,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12701,SONIFERO,2912701,29127,2912701,29127,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12801,SUPOSITORIO,2912801,29128,2912801,29128,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,12901,UROLOGICO,2912901,29129,2912901,29129,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,13001,ABSORVENTE GERIATRICO,2913001,29130,2913001,29130,,36009,36009,36009,Material_de_tratamento
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,13101,REMEDIO INDETERMINADO,2913101,29131,2913101,29131,,36001,36001,36001,Remedios
2002,29,Quadro 29 - Despesas com Produtos Famacêuticos,29,,13201,SONDA (QUALQUER TIPO),2913201,29132,2913201,29132,,36009,36009,36009,Material_de_tratamento
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,101,ESCOVA DE CABELOS E PENTE,3000101,30001,3000101,30001,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,102,PENTE,3000102,30001,3000102,30001,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,103,ESCOVA DE CABELO,3000103,30001,3000103,30001,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,201,PERFUME,3000201,30002,3000201,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,202,AGUA DE COLONIA,3000202,30002,3000202,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,203,LAVANDA,3000203,30002,3000203,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,204,LEITE DE COLONIA,3000204,30002,3000204,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,205,LEITE DE ROSAS,3000205,30002,3000205,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,206,COLONIA,3000206,30002,3000206,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,207,LOCAO APOS BARBA,3000207,30002,3000207,30002,,35001,35001,35001,Perfume
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,301,TALCO,3000301,30003,3000301,30003,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,401,ARTIGOS DE MAQUIAGEM,3000401,30004,3000401,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,402,CILIO POSTICO,3000402,30004,3000402,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,403,UNHA POSTICA,3000403,30004,3000403,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,404,PO COMPACTO,3000404,30004,3000404,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,405,PO DE ARROZ,3000405,30004,3000405,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,406,LAPIS PARA OLHOS,3000406,30004,3000406,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,407,APONTADOR DE LAPIS PARA OS OLHOS,3000407,30004,3000407,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,408,BATOM,3000408,30004,3000408,30004,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,501,CREME DE PELE E BRONZEADOR,3000501,30005,3000501,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,502,BRONZEADOR,3000502,30005,3000502,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,503,LOCAO DE PELE,3000503,30005,3000503,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,504,MASCARA DE BELEZA,3000504,30005,3000504,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,505,CREME PARA MAOS,3000505,30005,3000505,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,506,OLEO PARA PELE,3000506,30005,3000506,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,507,CREME HIDRATANTE,3000507,30005,3000507,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,508,HIDRATANTE (CREME),3000508,30005,3000508,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,509,PROTETOR LABIAL,3000509,30005,3000509,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,510,PROTETOR SOLAR,3000510,30005,3000510,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,511,MANTEIGA DE CACAU,3000511,30005,3000511,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,512,BLOQUEADOR SOLAR,3000512,30005,3000512,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,513,OLEO DE AMENDOA,3000513,30005,3000513,30005,14104,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,514,CREME ANTI-RUGAS,3000514,30005,3000514,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,515,CREME DE BARBEAR,3000515,30005,3000515,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,516,CREME DE PELE,3000516,30005,3000516,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,517,CREME PARA AXILAS,3000517,30005,3000517,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,518,CREME PARA O ROSTO,3000518,30005,3000518,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,519,CREME PARA OS PES,3000519,30005,3000519,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,520,FILTRO SOLAR,3000520,30005,3000520,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,521,OLEO DE MASSAGEM,3000521,30005,3000521,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,522,CREME DESODORANTE,3000522,30005,3000522,30005,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,601,"ESMALTE,BASE,ACETONA,ETC.",3000601,30006,3000601,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,602,BASE,3000602,30006,3000602,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,603,ACETONA,3000603,30006,3000603,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,604,LIXA,3000604,30006,3000604,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,605,ESCOVA DE UNHA,3000605,30006,3000605,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,606,PAU DE LARANJEIRA,3000606,30006,3000606,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,607,RALADOR DE PE,3000607,30006,3000607,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,608,REMOVEDOR DE CUTICULA,3000608,30006,3000608,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,609,"ESMALTE, BASE, ACETONA ETC.",3000609,30006,3000609,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,610,SERRINHA DE UNHA,3000610,30006,3000610,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,611,LIXA DE PE,3000611,30006,3000611,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,612,ESMALTE,3000612,30006,3000612,30006,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,701,"GRAMPO,PREGADOR,ETC. DE CABELO",3000701,30007,3000701,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,702,BOB DE CABELO,3000702,30007,3000702,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,703,TOUCA DE CABELO,3000703,30007,3000703,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,704,REDE DE CABELO,3000704,30007,3000704,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,705,PREGADOR DE CABELO,3000705,30007,3000705,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,706,PRENDEDOR DE CABELO,3000706,30007,3000706,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,707,"GRAMPO, PREGADOR ETC. DE CABELO",3000707,30007,3000707,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,708,TIARA,3000708,30007,3000708,30007,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,801,"ALICATE,CORTADOR DE UNHA,ETC.",3000801,30008,3000801,30008,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,802,TESOURINHA DE UNHA,3000802,30008,3000802,30008,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,803,CORTADOR DE UNHA,3000803,30008,3000803,30008,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,804,PINCA,3000804,30008,3000804,30008,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,805,ALICATE E CORTADOR DE UNHA,3000805,30008,3000805,30008,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,901,PERUCA,3000901,30009,3000901,30009,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,902,APLIQUE PARA CABELO,3000902,30009,3000902,30009,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1001,PRODUTOS DE LIMPEZA DE PELE,3001001,30010,3001001,30010,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1002,SABONETE DE LIMPEZA DE PELE,3001002,30010,3001002,30010,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1003,SABONETE LIQUIDO DE LIMPEZA DE PELE,3001003,30010,3001003,30010,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1301,ESPELHO DE BOLSO,3001301,30013,3001301,30013,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1401,PORTA-MAQUIAGEM,3001401,30014,3001401,30014,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1501,CERA DEPILATORIA,3001501,30015,3001501,30015,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1502,CREME DEPILATORIO,3001502,30015,3001502,30015,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1503,PAPEL PARA DEPILACAO,3001503,30015,3001503,30015,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1601,"ESTOJO (TALCO,SABONETE,ETC.)",3001601,30016,3001601,30016,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1602,"TALCO,SABONETE,PERFUME,ETC. (ESTOJO)",3001602,30016,3001602,30016,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1603,"ESTOJO ( TALCO, SABONETE, ETC. )",3001603,30016,3001603,30016,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1701,PURPURINA,3001701,30017,3001701,30017,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1801,ESTOJO DE MANICURO,3001801,30018,3001801,30018,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1806,BABADOR (CRIANCA),3001806,30018,3001806,30018,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,1901,"ESTOJO (ESPELHO,ESCOVA,PENTE)",3001901,30019,3001901,30019,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2001,DESODORANTE PARA OS PES,3002001,30020,3002001,30020,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2101,APARELHO DE BARBEAR (EXCETO DESCARTAVEL),3002101,30021,3002101,30021,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2102,LAMINA DE BARBEAR,3002102,30021,3002102,30021,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2103,CARTUCHO APARELHO BARBEAR,3002103,30021,3002103,30021,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2201,"ESTOJO (APARELHO DE BARBEAR,SABONETEIRA,PENTE)",3002201,30022,3002201,30022,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2202,ESTOJO DE BARBEAR,3002202,30022,3002202,30022,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2301,ESPONJA DE TALCO,3002301,30023,3002301,30023,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2401,MAQUINA DE CORTAR CABELO,3002401,30024,3002401,30024,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2501,SAIS DE BANHO,3002501,30025,3002501,30025,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2601,LEITE HIDRATANTE,3002601,30026,3002601,30026,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2701,LENCO DE PAPEL UMEDECIDO,3002701,30027,3002701,30027,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2801,ANTI-TRANSPIRANTE,3002801,30028,3002801,30028,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2802,CREME ANTI-TRANSPIRANTE,3002802,30028,3002802,30028,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2901,ARTIGOS DE TRATAMENTO DE CABELO,3002901,30029,3002901,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2902,REPARADOR DE PONTAS,3002902,30029,3002902,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2903,OLEO CAPILAR,3002903,30029,3002903,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2904,ALISANTE DE CABELO,3002904,30029,3002904,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2905,CHAPINHA DE ALISAR CABELOS,3002905,30029,3002905,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2906,CREME AMACIANTE,3002906,30029,3002906,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2907,CREME CAPILAR,3002907,30029,3002907,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2908,CREME DE MASSAGEM DE CABELO,3002908,30029,3002908,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2909,CREME PARA PENTEAR,3002909,30029,3002909,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2910,CREME HIDRATANTE PARA CABELO,3002910,30029,3002910,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2911,FIXADOR DE CABELO,3002911,30029,3002911,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2912,GEL FIXADOR PARA CABELOS,3002912,30029,3002912,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2913,AGUA OXIGENADA (PARA CABELO),3002913,30029,3002913,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2914,TINTA PARA CABELO,3002914,30029,3002914,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2915,CONDICIONADOR PARA CABELO,3002915,30029,3002915,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,2916,DESCOLORANTE PARA CABELO,3002916,30029,3002916,30029,,35002,35002,35002,Produtos_para_cabelo
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3001,ESPUMA DE BARBEAR,3003001,30030,3003001,30030,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3002,GEL PARA BARBA,3003002,30030,3003002,30030,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3101,ESPONJA DE BANHO,3003101,30031,3003101,30031,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3201,PORTA-BARBEADOR,3003201,30032,3003201,30032,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3301,PORTA-SECADOR,3003301,30033,3003301,30033,,35004,35004,35004,Produtos_de_uso_pessoal
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,3401,CHAPINHA DE ALISAR CABELOS,3003401,30034,3003401,30034,,32004,32004,32004,Eletrodomesticos
2002,30,Quadro 30 - Despesas com Artigos de Higiene e Beleza,30,,9801,AGREGADO,3009801,30098,3009801,30098,16103,35004,35004,35004,Produtos_de_uso_pessoal
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,101,BARBEIRO,3100101,31001,3100101,31001,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,102,LAVAGEM (BARBEIRO),3100102,31001,3100102,31001,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,103,MASSAGEM (BARBEIRO),3100103,31001,3100103,31001,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,201,CABELEIREIRO,3100201,31002,3100201,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,202,LAVAGEM (CABELEIREIRO),3100202,31002,3100202,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,203,MASSAGEM (CABELEIREIRO),3100203,31002,3100203,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,204,PENTEADO (CABELEIREIRO),3100204,31002,3100204,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,205,TINGIMENTO (CABELEIREIRO),3100205,31002,3100205,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,206,ALISAMENTO (CABELEIREIRO),3100206,31002,3100206,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,207,SOMBRANCELHA (CABELEIREIRO),3100207,31002,3100207,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,208,BANHO DE BRILHO (CABELEIREIRO),3100208,31002,3100208,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,209,HIDRATACAO (CABELEIREIRO),3100209,31002,3100209,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,210,LUZES (CABELEIREIRO),3100210,31002,3100210,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,211,INTERLACE (CABELEIREIRO),3100211,31002,3100211,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,212,PERMANENTE (CABELEIREIRO),3100212,31002,3100212,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,213,RELAXAMENTO (CABELEIREIRO),3100213,31002,3100213,31002,,39002,39002,39002,Cabeleireiro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,301,MANICURO E PEDICURO,3100301,31003,3100301,31003,,39003,39003,39003,Manicuro_e_pedicuro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,302,PEDICURO,3100302,31003,3100302,31003,,39003,39003,39003,Manicuro_e_pedicuro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,303,CALISTA,3100303,31003,3100303,31003,,39003,39003,39003,Manicuro_e_pedicuro
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,401,SAPATEIRO,3100401,31004,3100401,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,402,CONSERTO DE SAPATO,3100402,31004,3100402,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,403,CONSERTO DE CHINELO,3100403,31004,3100403,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,404,CONSERTO DE BOLSA,3100404,31004,3100404,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,405,SALTO DE SAPATO,3100405,31004,3100405,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,406,PALMILHA,3100406,31004,3100406,31004,,39004,39004,39004,Consertos_de_artigos_pessoais
2002,31,Quadro 31 - Despesas com Serviços Pessoais,31,,501,TINTURARIA E LAVANDERIA,3100501,31005,3100501,31005,,39005,39005,39005,Outras_servicos_pessoais
